rental_id,rent,bedrooms,bathrooms,size_sqft,min_to_subway,floor,building_age_yrs,no_fee,has_roofdeck,has_washer_dryer,has_doorman,has_elevator,has_dishwasher,has_patio,has_gym,neighborhood
8432,3150,1.0,1,750,3,3.0,106,0,0,0,0,0,0,0,0,Midtown East
6324,3400,1.0,1,700,1,3.0,15,1,1,0,1,1,0,0,1,Midtown West
9001,2200,1.0,1,675,1,2.0,106,0,1,0,1,1,0,0,1,Upper West Side
10141,3300,1.0,1,694,0,9.0,87,0,1,1,1,1,1,0,0,Financial District
10644,7000,3.0,2,1394,10,12.0,53,1,0,1,0,1,1,0,0,Upper East Side
4161,3850,0.0,1,605,2,6.0,10,0,0,0,0,0,1,1,0,Chelsea
3313,6500,1.0,1,1100,4,18.0,43,0,0,1,0,0,1,0,0,Upper East Side
773,12000,3.0,3,1737,43,20.0,8,0,0,0,1,1,0,0,1,Battery Park City
4758,2975,0.0,1,402,5,6.0,13,1,1,0,1,1,1,0,0,West Village
11151,3100,0.0,1,600,1,2.0,53,0,0,0,0,0,0,0,0,Midtown
5386,2990,0.0,1,395,12,1.0,8,0,0,0,0,0,0,0,0,Midtown West
717,6995,2.0,2,1172,11,35.0,31,0,0,0,0,0,0,1,0,Upper East Side
7672,3229,0.0,1,470,4,7.0,19,1,0,0,0,0,0,0,0,Upper West Side
4716,3250,1.0,1,700,8,6.0,33,0,0,0,0,1,0,0,0,Midtown East
5057,3254,0.0,1,403,2,11.0,16,1,0,0,0,0,0,0,0,Flatiron
1371,8950,2.0,2,1449,2,13.0,10,0,0,0,1,1,0,0,1,Chelsea
7918,3495,1.0,1,800,9,3.0,36,0,1,0,1,1,0,0,1,Midtown East
8592,4850,2.0,2,938,4,13.0,85,1,0,0,0,0,0,0,0,Financial District
7217,4995,1.0,1,947,5,7.0,2,0,0,0,0,0,0,0,0,Midtown East
221,2900,1.0,1,600,2,9.0,84,0,0,0,0,0,0,0,0,Midtown West
3302,3184,1.0,1,696,2,4.0,48,1,0,0,0,0,0,0,0,Upper West Side
5980,3000,0.0,1,500,3,3.0,116,0,1,0,1,1,1,0,0,Greenwich Village
5351,10400,3.0,2,1797,5,25.0,17,1,0,0,0,0,0,0,0,Upper West Side
9316,2100,0.0,1,450,13,5.0,60,0,0,0,0,0,1,0,0,Upper East Side
5519,3160,0.0,1,602,1,7.0,19,1,0,0,0,0,0,0,0,Midtown West
10360,3308,0.0,1,470,4,18.0,19,1,0,0,0,0,0,0,0,Upper West Side
6706,3500,0.0,1,499,10,3.0,0,1,0,0,0,0,0,0,0,Midtown West
10943,4846,2.0,1,805,9,14.0,86,1,0,1,1,1,0,0,0,Gramercy Park
10781,2300,1.0,1,611,9,6.0,12,1,1,1,1,1,0,0,1,East Harlem
1035,2750,0.0,1,493,10,9.0,16,1,0,0,0,0,0,0,0,Midtown West
2907,2695,0.0,1,445,3,25.0,29,0,1,1,1,1,0,0,1,Financial District
1046,6995,2.0,2,1091,2,14.0,92,0,1,0,1,0,0,0,1,Upper West Side
9075,6000,2.0,2,1034,3,37.0,15,0,0,0,0,0,0,0,0,Midtown East
8585,2620,0.5,1,466,4,18.0,85,1,0,0,0,0,0,0,0,Financial District
8688,4895,2.0,0,950,6,3.0,96,1,0,0,0,0,0,0,0,Midtown East
9783,3250,1.0,1,900,2,1.0,91,0,0,0,0,0,0,0,0,Morningside Heights
7085,3498,0.0,1,464,2,15.0,13,1,1,1,1,1,1,0,1,Flatiron
1509,1990,1.0,1,475,10,1.0,106,0,0,0,0,0,0,0,0,Midtown East
3053,2650,0.0,1,471,2,45.0,29,0,0,1,1,1,1,0,0,Midtown
6071,5795,2.0,2,1133,2,19.0,41,1,0,0,0,0,0,0,0,Upper East Side
1517,7500,2.0,2,1104,4,31.0,2,0,0,0,0,0,0,0,0,Midtown East
7818,2600,1.0,1,650,6,1.0,106,1,0,0,0,0,0,0,0,Midtown East
9850,6725,1.0,1,1021,5,18.0,37,1,1,0,1,1,1,0,1,Upper West Side
5456,3200,0.0,1,622,5,10.0,31,0,0,0,0,0,1,0,1,Battery Park City
8807,20000,3.0,3,2600,2,3.0,86,0,1,0,1,1,1,0,1,Soho
7320,3640,1.0,1,664,1,8.0,19,1,0,0,0,0,0,0,0,Midtown West
895,4500,2.0,1,800,13,29.0,9,1,0,0,0,0,0,0,0,Midtown West
4008,5600,2.0,2,1049,5,30.0,17,1,0,0,0,0,0,0,0,Upper West Side
6062,3900,2.0,1,1000,2,7.0,115,0,1,1,1,0,0,0,0,Midtown
1778,3285,1.0,1,586,2,4.0,99,1,0,1,0,1,1,0,0,Upper West Side
956,2850,0.0,1,500,6,2.0,59,0,0,1,0,0,0,0,0,Midtown East
9620,3950,1.0,1,714,4,6.0,19,1,0,0,0,0,0,0,0,Upper East Side
5820,2775,0.0,1,486,1,12.0,112,1,0,0,0,0,0,0,0,Financial District
6662,3840,1.0,1,709,8,11.0,16,1,0,0,0,0,0,0,0,Midtown East
6805,2100,1.0,1,500,8,4.0,115,0,0,0,0,0,0,0,0,Midtown West
6520,2295,0.0,1,250,2,1.0,118,0,0,0,0,0,0,0,0,Gramercy Park
4053,3700,1.5,1,900,12,14.0,55,0,0,0,1,0,0,0,0,Midtown East
7547,3550,1.0,1,900,2,6.0,89,0,0,0,0,0,0,0,0,Upper West Side
2267,8500,2.0,2,1275,2,7.0,86,0,0,0,0,0,0,0,0,Tribeca
5937,5500,1.0,1,925,3,4.0,101,0,1,1,1,1,1,1,1,Tribeca
368,5345,2.0,2,1038,7,28.0,39,1,0,0,0,0,0,0,0,Upper East Side
7503,5150,1.0,1,679,3,17.0,11,1,0,0,0,0,0,0,0,Flatiron
1691,3965,1.0,1,629,7,25.0,39,1,0,0,0,0,0,1,0,Midtown East
4915,4400,2.0,1,950,7,31.0,42,0,0,0,0,0,0,0,0,Midtown East
8845,5340,2.0,2,971,8,9.0,16,1,0,0,0,0,0,0,0,Midtown East
11124,2100,0.0,1,400,5,1.0,101,0,0,0,0,0,0,0,0,Upper West Side
9798,7250,3.0,2,1339,2,4.0,32,1,0,0,0,0,0,0,0,Upper West Side
8269,2850,1.0,1,488,1,17.0,103,0,0,0,0,0,0,0,0,Midtown South
1941,1987,1.0,1,850,2,3.0,88,0,0,0,0,0,0,0,0,Washington Heights
971,3600,1.0,1,668,5,7.0,30,0,0,0,1,1,1,0,0,Battery Park City
8415,3300,1.5,1,650,13,16.0,9,0,0,0,0,0,1,0,0,Midtown West
7606,3795,0.0,1,577,4,21.0,16,1,0,0,0,0,0,0,0,Chelsea
3262,2400,2.0,1,1250,5,2.0,101,0,0,0,0,0,0,0,0,Washington Heights
864,4410,1.0,1,802,2,10.0,89,1,0,0,0,0,0,0,0,Upper East Side
5581,9250,3.0,3,1800,4,9.0,106,0,0,0,0,0,0,0,0,Upper West Side
395,3230,2.0,2,1000,5,8.0,7,1,0,0,0,0,0,0,0,East Harlem
2036,3500,1.0,1,678,5,7.0,85,1,1,1,0,1,1,0,0,Upper East Side
8393,4000,1.0,1,672,15,30.0,43,1,0,0,1,1,0,0,0,Midtown East
4073,3813,0.0,1,826,4,20.0,47,1,0,0,0,0,0,0,0,Financial District
388,3750,1.0,1,679,3,30.0,86,0,1,1,1,1,0,0,1,Financial District
1611,4590,1.0,1,730,3,12.0,89,1,1,0,1,1,0,0,1,Upper East Side
10959,4056,2.0,1,920,7,8.0,29,1,0,0,0,0,0,0,0,Upper West Side
4461,7250,4.0,3,2000,4,3.0,96,0,0,0,1,0,0,0,0,Upper East Side
10570,3595,2.0,1,700,4,3.0,8,0,0,0,1,1,0,1,1,Lower East Side
7757,8500,2.0,1,1613,3,8.0,101,0,0,0,1,1,0,0,1,Upper West Side
8387,2950,1.0,1,587,3,22.0,36,1,0,0,0,0,0,0,0,Upper East Side
6779,3600,1.0,1,775,4,9.0,85,0,0,1,1,1,0,0,1,Financial District
6140,3730,1.0,1,740,2,28.0,9,1,0,0,0,0,0,0,0,Financial District
2349,3100,0.0,1,550,2,9.0,55,1,0,0,0,0,1,0,0,Greenwich Village
5750,3495,2.0,1,750,3,2.0,126,1,0,0,0,0,0,0,0,Midtown West
2223,3700,3.0,2,1250,3,3.0,96,0,1,0,1,1,0,1,0,Inwood
3796,3850,1.0,1,817,2,4.0,85,1,1,0,0,1,1,0,0,Upper West Side
1164,3600,2.0,1,700,2,6.0,86,0,0,1,0,0,0,0,0,Midtown East
2933,2095,0.0,1,475,3,6.0,91,0,0,0,0,0,0,0,0,Flatiron
3863,7650,2.0,2,1235,4,20.0,11,1,0,0,1,1,0,0,0,Upper West Side
4492,2790,0.0,1,421,5,5.0,17,1,1,0,1,1,1,0,1,Upper West Side
3368,3295,1.0,1,628,6,31.0,37,0,1,1,1,1,1,1,1,Midtown East
9890,3000,3.0,2,620,11,1.0,106,0,0,0,0,0,0,0,0,Upper East Side
1305,8900,2.0,2,1100,4,35.0,33,0,0,0,1,0,0,1,0,Midtown
8839,2960,0.0,1,537,1,7.0,116,1,0,0,0,0,0,0,0,Financial District
6505,4400,1.0,1,692,2,8.0,29,0,1,1,1,1,1,0,1,Tribeca
4244,2995,0.0,1,500,1,11.0,29,0,0,0,0,0,0,0,0,Tribeca
7054,1950,1.0,1,596,5,3.0,57,1,0,0,0,0,0,0,0,Central Harlem
5772,3850,1.0,1,675,5,3.0,61,0,0,0,0,0,0,0,0,Gramercy Park
131,4000,3.0,1,1000,5,5.0,96,0,0,0,0,0,0,0,0,Upper West Side
277,5819,2.0,1,1121,2,19.0,116,1,0,0,0,0,0,0,0,Financial District
6421,4100,1.0,1,944,8,13.0,69,1,0,0,1,1,0,0,0,Stuyvesant Town/PCV
10703,4195,4.0,2,1300,4,2.0,91,0,0,0,0,1,0,1,1,Upper West Side
10302,4200,1.0,1,535,0,7.0,4,0,0,0,0,0,0,0,0,East Village
299,3825,1.0,1,764,7,5.0,39,1,0,0,0,0,1,0,0,Midtown East
1822,5250,1.0,1,1158,1,8.0,180,0,0,0,0,1,0,0,0,Financial District
2996,3400,2.0,1,800,6,3.0,106,0,0,0,0,1,0,0,0,Upper West Side
430,2723,0.0,1,457,4,22.0,47,1,0,0,0,0,0,0,0,Financial District
1176,3800,2.0,1,817,1,7.0,8,0,0,0,0,0,0,0,0,Chinatown
10117,15000,2.0,2,2000,4,4.0,13,0,1,0,0,0,1,0,0,Tribeca
1598,3800,1.0,1,700,13,5.0,9,0,0,0,0,1,1,0,0,Midtown West
8826,3342,1.0,1,648,14,18.0,30,1,0,0,0,0,0,0,0,Upper East Side
505,7880,3.0,2,1500,4,16.0,35,1,1,0,1,1,0,0,1,Midtown East
7851,4965,1.0,1,812,5,32.0,44,1,0,0,0,0,0,0,0,Midtown East
239,16000,4.0,4,2110,8,16.0,29,0,0,0,0,0,0,0,0,Upper East Side
5675,1600,0.0,1,550,5,1.0,11,0,0,0,0,0,0,0,0,Central Harlem
11246,3187,2.0,1,650,2,18.0,29,0,0,0,0,0,0,0,0,Battery Park City
5001,2750,1.0,1,550,8,1.0,96,1,0,0,0,0,0,0,0,Upper East Side
1843,5958,2.0,2,1300,1,21.0,51,1,0,0,1,1,0,0,0,Midtown West
6947,4100,2.0,2,940,2,3.0,12,0,1,0,0,1,0,0,1,Chinatown
4428,3600,2.0,1,710,6,34.0,37,0,0,1,0,1,1,0,0,Midtown East
10894,3700,1.0,1,600,5,9.0,37,0,0,0,0,0,0,0,0,Upper West Side
8645,2700,0.0,1,550,5,16.0,59,0,0,0,0,0,0,0,0,Upper East Side
1244,4000,3.0,1,700,5,10.0,96,0,0,0,0,0,0,0,0,Upper West Side
8877,3300,1.0,1,650,10,5.0,18,1,0,0,0,0,0,0,0,Upper East Side
2717,2350,1.0,1,771,5,16.0,58,1,0,0,0,0,0,0,0,Central Harlem
6151,3795,2.0,1,750,2,11.0,116,0,0,0,0,1,0,0,0,Financial District
10080,7500,3.0,2,1300,3,16.0,27,1,1,0,1,1,1,0,1,Upper West Side
90,5771,2.0,2,1018,9,10.0,9,1,0,0,0,0,0,0,0,Midtown West
8519,4600,1.0,1,960,5,22.0,9,0,1,1,1,1,0,0,0,Midtown
7922,3400,1.0,1,850,3,7.0,87,0,0,0,0,0,0,0,0,Upper West Side
1110,3715,1.0,1,591,6,11.0,113,1,0,0,0,0,0,0,0,Upper West Side
944,2750,0.0,1,595,1,8.0,76,0,0,1,0,1,1,0,1,Financial District
10053,1600,1.0,1,450,3,3.0,116,0,0,0,0,0,0,0,0,Washington Heights
7819,6500,2.0,2,1188,2,64.0,29,0,1,0,1,1,0,0,1,Midtown
3820,1500,0.0,1,450,2,3.0,106,0,0,0,0,0,0,0,0,Hamilton Heights
2769,2795,1.0,1,700,9,13.0,42,0,0,1,0,1,0,0,0,Upper East Side
1662,3211,1.0,1,775,2,17.0,53,1,0,0,1,0,0,0,0,Midtown
6710,6900,2.0,2,1196,10,4.0,0,1,0,0,0,0,0,0,0,Midtown West
9647,2450,2.0,1,870,3,5.0,101,0,0,0,0,0,0,0,0,Central Harlem
7425,4400,1.0,1,750,2,2.0,30,0,0,0,0,1,0,0,0,Flatiron
9744,3895,1.0,1,650,8,27.0,16,1,0,0,0,0,0,0,0,Midtown East
1888,5260,2.0,2,1139,3,5.0,30,1,0,0,0,0,0,0,0,Upper West Side
2339,7500,2.0,2,1214,3,15.0,88,0,0,0,1,0,1,0,0,Upper East Side
5174,5495,1.0,1,1000,2,7.0,86,0,0,0,0,0,0,0,0,Midtown West
2784,2595,1.0,1,600,2,4.0,116,0,0,0,0,0,1,0,0,Upper West Side
3073,5500,1.0,1,1000,2,4.0,116,0,0,0,0,0,0,0,0,Chelsea
7594,5000,1.0,1,550,2,18.0,89,1,0,0,0,0,1,0,0,Midtown
6367,4150,1.0,1,640,3,14.0,9,1,0,1,0,1,1,0,0,Upper East Side
7285,3100,1.0,1,575,2,5.0,86,1,0,0,0,0,0,0,0,Midtown West
4421,3995,1.0,1,589,4,11.0,7,1,0,0,0,0,0,0,0,Upper West Side
35,3875,1.0,1,653,4,14.0,18,1,1,1,1,1,1,0,1,Upper West Side
6517,7000,2.0,1,1350,3,6.0,108,0,0,0,0,0,0,0,0,Greenwich Village
2212,3775,1.0,1,609,12,12.0,4,1,0,0,0,0,0,0,0,Midtown West
8710,10500,3.0,2,3000,2,7.0,86,0,0,0,0,0,0,0,0,East Village
5393,12000,3.0,2,1982,4,20.0,10,1,1,1,1,1,1,0,1,Upper West Side
10701,2750,0.0,1,546,4,6.0,52,1,0,0,0,0,0,0,0,Midtown East
8551,6800,1.0,2,1233,3,6.0,52,1,1,1,1,1,0,0,1,Tribeca
3578,3700,2.0,1,900,1,4.0,87,0,0,0,0,0,0,0,0,Financial District
7688,3167,0.0,1,675,4,2.0,47,1,0,0,0,0,0,0,0,Financial District
8629,3775,1.0,1,632,2,30.0,41,1,0,0,0,0,0,0,0,Upper East Side
8897,3495,2.0,1,631,3,1.0,102,0,1,0,1,1,0,0,0,Upper West Side
2224,2900,2.0,2,1200,3,3.0,86,0,0,0,0,0,0,0,0,Washington Heights
4625,3805,1.0,1,698,6,3.0,14,1,0,0,0,0,0,0,0,Upper West Side
10293,5950,1.0,1,988,5,33.0,9,1,0,0,0,0,0,0,0,Midtown
4201,8500,3.0,2,2000,4,18.0,56,1,0,0,0,0,0,0,0,Upper East Side
6261,6806,2.0,2,1082,2,28.0,16,1,1,0,1,1,1,0,1,Flatiron
5394,3195,1.0,1,800,4,6.0,56,0,0,0,0,0,0,0,0,Upper East Side
7892,10600,3.0,3,1749,6,23.0,2,1,0,0,0,0,0,0,0,Upper East Side
6254,3300,0.0,1,500,3,2.0,86,0,0,0,0,0,0,0,0,Greenwich Village
10090,2950,0.0,1,585,2,17.0,34,1,0,0,0,1,1,0,0,Financial District
1745,2995,1.0,1,670,8,10.0,28,0,0,0,1,1,1,0,1,Midtown West
10494,5300,1.0,1,960,2,7.0,106,0,0,0,1,0,0,1,0,Chelsea
2197,4400,2.0,2,927,12,31.0,32,0,0,0,0,0,0,0,0,Midtown East
9854,3100,0.0,1,602,9,8.0,15,0,0,1,1,1,0,0,1,Midtown East
4023,3990,1.0,2,1000,8,24.0,18,1,1,0,1,1,0,0,0,Upper East Side
9411,2499,0.0,1,367,2,11.0,112,0,0,0,0,1,0,0,0,Financial District
1438,4695,2.0,1,900,4,3.0,51,0,0,0,0,0,0,0,0,Flatiron
1654,7100,2.0,2,1900,3,4.0,116,0,0,0,0,0,0,0,0,Soho
789,5600,2.0,2,850,1,21.0,31,0,0,0,0,0,0,0,0,Flatiron
1838,2400,0.0,1,550,7,1.0,85,0,0,0,0,1,0,0,0,Midtown East
8219,4195,1.0,1,885,6,14.0,60,1,0,0,0,0,0,0,0,Upper East Side
1012,5450,2.0,2,1070,13,32.0,9,1,1,1,1,1,0,0,1,Midtown West
10785,3300,0.0,1,538,3,7.0,11,0,1,0,1,1,0,0,1,Tribeca
9463,3405,1.0,1,591,6,14.0,14,1,0,0,0,0,0,0,0,Midtown West
1537,12000,2.0,2,2027,1,3.0,156,0,0,0,1,1,1,0,1,Greenwich Village
661,5800,2.0,2,1200,8,25.0,32,0,0,1,1,1,1,1,1,Midtown East
858,7995,1.0,1,990,2,12.0,53,0,0,0,0,0,0,0,0,Upper East Side
6790,1700,0.0,1,350,9,1.0,96,0,0,1,0,0,1,0,0,Upper East Side
1714,3900,0.0,1,698,2,21.0,8,0,0,0,1,1,0,0,0,Financial District
5998,2595,1.0,1,800,3,2.0,93,0,0,0,0,0,0,0,0,Upper West Side
9401,3465,1.0,1,804,14,3.0,55,1,0,0,0,0,0,0,0,Upper East Side
1852,2550,2.5,1,1000,6,4.0,115,1,0,0,0,0,0,0,0,Central Harlem
2144,3500,1.0,1,600,2,32.0,28,0,0,0,1,1,0,0,1,Midtown West
2965,6300,2.0,2,1207,2,47.0,9,0,0,0,0,0,0,0,0,Midtown West
5168,4500,0.0,1,850,1,3.0,13,0,1,0,1,1,0,0,1,Soho
5741,3395,0.0,1,474,4,15.0,11,1,0,0,1,1,0,0,0,Upper West Side
5316,14000,2.0,2,1814,3,5.0,101,0,0,0,0,0,0,0,0,Tribeca
859,6900,2.0,2,1800,10,43.0,41,0,1,1,0,1,1,0,0,Midtown East
10506,3505,1.0,1,754,5,4.0,17,1,0,0,0,0,0,0,0,Upper West Side
11329,2975,0.0,1,587,3,3.0,52,1,1,0,0,0,1,0,0,Tribeca
9805,2100,2.0,1,500,11,3.0,106,0,0,0,0,0,0,0,0,Upper East Side
4410,9000,2.0,2,1578,2,10.0,10,0,0,0,0,0,1,1,0,Midtown East
710,8500,2.0,2,1459,3,4.0,1,0,0,0,0,0,0,0,0,Chelsea
8565,5995,1.0,2,970,2,2.0,124,1,0,0,0,0,0,0,0,West Village
6301,3700,1.0,1,655,5,8.0,29,0,0,0,0,1,0,1,1,Upper West Side
8912,6000,1.0,1,945,5,7.0,84,0,0,1,1,1,0,0,0,Upper West Side
2256,16000,3.0,3,2195,5,19.0,2,0,0,0,0,0,0,0,0,Midtown East
7257,2050,1.0,1,900,3,2.0,106,0,0,0,1,0,0,0,0,Central Harlem
8566,3150,1.0,1,575,2,11.0,86,1,0,0,0,0,0,0,0,Midtown West
9062,5018,1.0,1,737,1,3.0,6,1,0,0,0,0,1,0,0,East Village
1809,5900,1.0,1,811,6,31.0,5,1,0,0,0,0,0,0,0,Battery Park City
5668,3025,0.0,1,515,6,10.0,14,1,0,0,0,0,0,0,0,Upper West Side
10358,3600,3.0,1,1050,3,4.0,101,0,0,0,0,0,0,0,0,Central Harlem
5505,4585,1.0,1,900,3,5.0,52,1,0,0,0,0,0,0,0,Tribeca
1,3500,1.0,1,850,3,18.0,54,0,0,0,0,0,0,0,0,Upper West Side
4068,2500,0.0,1,400,2,2.0,90,1,0,0,0,0,0,0,0,Financial District
1449,3500,1.0,1,710,6,10.0,37,0,0,1,0,0,0,0,0,Midtown East
3613,2950,1.0,1,700,5,2.0,6,0,0,1,0,0,1,0,0,Midtown West
9625,6200,2.0,2,1002,1,19.0,14,1,0,0,0,0,0,0,0,Upper East Side
4414,7700,2.0,2,1546,10,43.0,27,0,0,0,1,1,0,0,1,Midtown East
2481,6000,2.0,2,1280,3,11.0,29,0,0,0,0,0,1,0,0,Upper West Side
3519,2300,1.0,1,500,9,2.0,116,0,0,0,0,0,0,0,0,East Village
5366,5200,2.0,1,823,5,4.0,3,0,0,0,0,0,0,0,0,Midtown West
3018,10950,3.0,3,1749,6,24.0,2,1,0,0,0,0,0,0,0,Upper East Side
2435,7243,2.0,2,1231,2,18.0,16,1,0,0,0,0,0,0,0,Flatiron
8518,3100,2.0,1,700,6,4.0,115,0,0,0,0,0,0,0,0,Midtown West
3632,2450,2.0,1,900,9,2.0,96,0,0,1,1,1,1,0,1,Upper East Side
6005,3500,1.0,1,600,2,81.0,114,0,0,0,0,0,0,0,0,Upper West Side
1556,5600,1.0,1,800,5,4.0,86,0,0,0,1,1,0,0,0,West Village
4700,3000,1.0,0,526,4,4.0,45,1,0,0,0,0,0,0,0,Upper West Side
10922,2250,0.0,1,400,5,2.0,54,0,0,0,0,0,0,0,0,Midtown East
4010,3853,0.0,1,464,2,30.0,13,1,0,0,0,0,0,1,0,Flatiron
1000,5250,1.0,1,850,4,11.0,93,1,0,0,0,0,0,0,0,Upper East Side
8801,2925,1.0,1,650,5,6.0,31,1,0,1,0,0,1,0,0,Battery Park City
893,3500,1.0,1,700,13,23.0,9,1,0,0,1,1,0,0,0,Midtown West
2260,3900,1.0,1,719,3,23.0,15,1,0,0,0,0,0,0,0,Financial District
2520,2700,0.0,1,466,5,7.0,10,0,0,1,1,1,0,0,0,Upper West Side
8298,2299,1.0,1,700,3,3.0,86,0,0,1,1,1,0,1,0,Midtown East
3963,3495,1.0,1,708,14,11.0,30,1,0,0,1,1,0,0,1,Upper East Side
6555,5995,3.0,2,1417,4,9.0,6,1,0,0,0,0,0,0,0,Central Harlem
3176,20000,2.0,2,2200,2,2.0,5,0,1,1,1,1,0,0,1,Tribeca
681,5200,1.0,1,691,3,29.0,7,0,0,1,1,1,1,0,1,Midtown
3807,6000,1.0,1,802,2,48.0,6,0,1,0,0,0,0,0,0,Financial District
10093,1899,0.0,1,350,7,2.0,96,0,0,0,0,0,0,0,0,East Village
2225,3575,1.0,1,735,4,5.0,85,1,0,0,0,0,0,0,0,Financial District
9311,2495,2.0,1,800,4,2.0,116,0,0,0,0,0,0,0,0,East Harlem
568,6400,2.0,2,1024,10,2.0,0,1,0,0,0,0,0,0,0,Midtown West
8334,3395,1.0,1,700,12,33.0,27,0,1,0,1,1,0,0,1,Midtown East
6466,3500,0.0,1,550,2,7.0,1,0,0,0,0,0,0,0,0,Tribeca
11192,11600,2.0,3,1665,3,10.0,52,1,0,0,0,0,0,0,0,Tribeca
10220,7300,2.0,2,1167,1,2.0,3,0,0,0,0,0,0,0,0,East Village
6135,3325,1.0,1,607,3,9.0,15,1,0,0,0,0,0,0,0,Upper West Side
4338,3995,1.0,1,602,6,2.0,2,0,0,0,0,0,0,0,0,Gramercy Park
9368,3000,1.0,1,650,11,7.0,50,0,1,1,1,1,1,0,1,Midtown East
2871,3050,0.0,1,484,6,7.0,33,1,0,0,0,0,0,0,0,Battery Park City
3997,3392,1.0,1,769,2,6.0,47,1,0,0,0,0,0,0,0,Upper West Side
8842,4865,1.0,1,697,2,19.0,13,1,0,0,0,0,0,0,0,Flatiron
11335,5890,1.0,1,752,3,28.0,6,1,0,0,0,0,0,0,0,Chelsea
2492,3555,1.0,1,600,2,5.0,99,1,1,0,1,1,0,1,1,Upper West Side
3308,7800,4.0,2,1900,5,9.0,91,0,0,0,0,0,0,0,0,Upper West Side
5197,3645,1.0,1,811,14,1.0,55,1,0,0,0,0,0,0,0,Upper East Side
1336,10500,3.0,3,2100,6,12.0,33,0,0,0,0,0,0,0,0,Midtown East
2488,3200,0.0,1,462,2,5.0,28,0,0,1,1,1,1,0,1,Midtown West
2338,8350,3.0,3,1436,4,12.0,27,0,0,0,0,1,0,0,0,Upper East Side
2888,2350,0.0,1,367,2,2.0,112,0,0,0,1,1,0,0,0,Financial District
5589,8800,2.0,2,1612,9,17.0,15,0,0,1,1,1,1,0,0,Midtown East
10438,3543,0.0,1,523,1,12.0,29,1,0,0,0,0,0,0,0,Chelsea
511,17500,3.0,3,3016,7,39.0,34,0,0,0,0,0,0,0,0,Midtown East
10497,4200,0.0,1,567,12,6.0,7,0,0,1,1,1,0,1,1,Chelsea
1539,3995,1.0,1,938,1,6.0,180,0,0,0,0,0,0,0,0,Financial District
11215,8500,2.0,2,1807,1,23.0,88,1,1,0,1,1,0,0,1,Financial District
7232,10500,2.0,2,1460,2,9.0,75,0,1,0,1,1,1,0,1,Central Park South
2491,4000,1.0,1,764,7,12.0,39,1,0,0,0,0,0,0,0,Midtown East
4643,2750,1.0,1,800,3,4.0,75,0,0,0,0,0,0,0,0,Upper East Side
1406,10500,3.0,3,1500,4,25.0,20,0,0,0,1,0,0,0,0,Upper East Side
1929,3750,1.0,1,817,5,32.0,13,0,0,0,1,1,1,0,0,Midtown South
437,4950,3.0,1,850,6,3.0,86,0,0,0,0,0,0,0,0,Midtown South
6778,4968,2.0,2,948,14,21.0,30,1,0,0,0,0,0,0,0,Upper East Side
1139,4000,1.0,1,874,7,9.0,12,0,1,0,1,1,1,1,1,Upper West Side
2913,2100,0.0,1,350,7,4.0,116,0,0,0,0,0,0,0,0,East Village
8759,2495,0.0,1,400,1,33.0,37,1,0,0,0,0,0,0,0,Midtown
7180,4100,3.0,1,1100,3,6.0,52,0,0,0,0,0,0,0,0,Midtown East
10790,6750,2.0,2,1589,9,10.0,15,0,0,0,0,0,1,0,0,Midtown East
9492,2600,0.0,1,441,7,8.0,60,0,0,1,1,0,0,0,0,Midtown East
6565,9850,3.0,3,2100,2,17.0,87,0,0,0,0,0,0,0,0,Chelsea
7864,4100,1.0,1,690,5,9.0,1,0,0,0,0,0,0,0,0,Midtown East
634,5795,1.0,1,626,3,8.0,2,1,0,0,0,0,0,0,0,East Village
732,7000,3.0,2,1500,9,11.0,30,0,0,0,0,1,0,0,0,Upper East Side
5488,7600,2.0,2,1325,2,42.0,8,1,1,1,1,1,0,0,1,Financial District
1542,11900,3.0,2,2305,1,37.0,102,0,0,1,0,0,0,0,0,Financial District
7599,3181,0.0,1,581,3,16.0,44,1,0,0,0,0,0,0,0,Financial District
7739,8000,2.0,2,1250,2,15.0,13,0,0,0,0,0,0,0,0,Midtown East
8692,20000,4.0,4,2160,1,18.0,9,0,0,1,0,1,0,0,0,Upper East Side
7924,3650,0.0,1,520,2,8.0,17,1,0,0,0,0,0,0,0,Flatiron
4874,6000,4.0,2,1700,6,5.0,96,0,0,0,0,0,0,0,0,Midtown West
9937,4450,1.0,1,985,5,10.0,37,1,0,0,0,0,0,0,0,Upper East Side
4958,2295,2.0,1,700,7,6.0,86,0,0,0,0,0,0,0,0,Washington Heights
3275,4055,1.0,1,818,4,7.0,47,1,0,0,0,0,0,0,0,Financial District
6475,3795,2.0,1,900,2,8.0,102,1,0,0,0,0,0,0,0,Midtown South
7028,3750,1.0,1,500,4,4.0,156,0,0,0,0,0,0,0,0,Greenwich Village
6468,4000,0.0,1,500,1,8.0,76,0,0,1,0,0,1,0,0,Central Park South
9269,3900,1.0,1,640,4,8.0,7,1,0,0,0,0,0,0,0,Tribeca
2287,6000,1.0,1,962,2,9.0,10,0,0,0,0,0,0,0,0,Chelsea
4919,2595,1.0,1,500,3,4.0,106,0,0,0,0,0,0,0,0,Lower East Side
5794,12750,2.0,2,1736,3,4.0,101,0,0,0,0,0,0,0,0,Tribeca
9717,3350,0.0,1,585,2,6.0,85,0,0,0,0,0,0,0,0,Greenwich Village
